location_id,date,number_confirmed_cases
Seychelles,2/4/20,0
Singapore,2/4/20,24
Slovakia,2/4/20,0
Slovenia,2/4/20,0
Somalia,2/4/20,0
South Africa,2/4/20,0
Spain,2/4/20,1
Sri Lanka,2/4/20,1
Sudan,2/4/20,0
Suriname,2/4/20,0
Sweden,2/4/20,1
Switzerland,2/4/20,0
Taiwan*,2/4/20,11
Tanzania,2/4/20,0
Thailand,2/4/20,25
Togo,2/4/20,0
Trinidad and Tobago,2/4/20,0
Tunisia,2/4/20,0
Turkey,2/4/20,0
Uganda,2/4/20,0
Ukraine,2/4/20,0
United Arab Emirates,2/4/20,5
United Kingdom (Bermuda),2/4/20,0
United Kingdom (Cayman Islands),2/4/20,0
United Kingdom (Channel Islands),2/4/20,0
United Kingdom (Gibraltar),2/4/20,0
United Kingdom (Isle of Man),2/4/20,0
United Kingdom (Montserrat),2/4/20,0
United Kingdom,2/4/20,2
Uruguay,2/4/20,0
US,2/4/20,11
Uzbekistan,2/4/20,0
Venezuela,2/4/20,0
Vietnam,2/4/20,8
Zambia,2/4/20,0
Zimbabwe,2/4/20,0
Canada (Diamond Princess),2/4/20,0
Dominica,2/4/20,0
Grenada,2/4/20,0
Mozambique,2/4/20,0
Syria,2/4/20,0
Timor-Leste,2/4/20,0
Belize,2/4/20,0
Canada (Recovered),2/4/20,0
Laos,2/4/20,0
Libya,2/4/20,0
West Bank and Gaza,2/4/20,0
Guinea-Bissau,2/4/20,0
Mali,2/4/20,0
Saint Kitts and Nevis,2/4/20,0
Canada (Northwest Territories),2/4/20,0
Canada (Yukon),2/4/20,0
Kosovo,2/4/20,0
Afghanistan,2/5/20,0
Albania,2/5/20,0
Algeria,2/5/20,0
Andorra,2/5/20,0
Angola,2/5/20,0
Antigua and Barbuda,2/5/20,0
Argentina,2/5/20,0
Armenia,2/5/20,0
Australia (Australian Capital Territory),2/5/20,0
Australia (New South Wales),2/5/20,4
Australia (Northern Territory),2/5/20,0
Australia (Queensland),2/5/20,3
Australia (South Australia),2/5/20,2
Australia (Tasmania),2/5/20,0
Australia (Victoria),2/5/20,4
Australia (Western Australia),2/5/20,0
Austria,2/5/20,0
Azerbaijan,2/5/20,0
Bahamas,2/5/20,0
Bahrain,2/5/20,0
Bangladesh,2/5/20,0
Barbados,2/5/20,0
Belarus,2/5/20,0
Belgium,2/5/20,1
Benin,2/5/20,0
Bhutan,2/5/20,0
Bolivia,2/5/20,0
Bosnia and Herzegovina,2/5/20,0
Brazil,2/5/20,0
Brunei,2/5/20,0
Bulgaria,2/5/20,0
Burkina Faso,2/5/20,0
Cabo Verde,2/5/20,0
Cambodia,2/5/20,1
Cameroon,2/5/20,0
Canada (Alberta),2/5/20,0
Canada (British Columbia),2/5/20,2
Canada (Grand Princess),2/5/20,0
Canada (Manitoba),2/5/20,0
Canada (New Brunswick),2/5/20,0
Canada (Newfoundland and Labrador),2/5/20,0
Canada (Nova Scotia),2/5/20,0
Canada (Ontario),2/5/20,3
Canada (Prince Edward Island),2/5/20,0
Canada (Quebec),2/5/20,0
Canada (Saskatchewan),2/5/20,0
Central African Republic,2/5/20,0
Chad,2/5/20,0
Chile,2/5/20,0
China (Anhui),2/5/20,530
China (Beijing),2/5/20,253
China (Chongqing),2/5/20,389
China (Fujian),2/5/20,205
China (Gansu),2/5/20,62
China (Guangdong),2/5/20,895
China (Guangxi),2/5/20,150
China (Guizhou),2/5/20,64
China (Hainan),2/5/20,99
China (Hebei),2/5/20,135
China (Heilongjiang),2/5/20,190
China (Henan),2/5/20,764
China (Hong Kong),2/5/20,21
China (Hubei),2/5/20,19665
China (Hunan),2/5/20,661
China (Inner Mongolia),2/5/20,42
China (Jiangsu),2/5/20,341
China (Jiangxi),2/5/20,548
China (Jilin),2/5/20,54
China (Liaoning),2/5/20,89
China (Macau),2/5/20,10
China (Ningxia),2/5/20,34
China (Qinghai),2/5/20,17
China (Shaanxi),2/5/20,165
China (Shandong),2/5/20,307
China (Shanghai),2/5/20,243
China (Shanxi),2/5/20,81
China (Sichuan),2/5/20,301
China (Tianjin),2/5/20,69
China (Tibet),2/5/20,1
China (Xinjiang),2/5/20,32
China (Yunnan),2/5/20,128
China (Zhejiang),2/5/20,895
Colombia,2/5/20,0
Congo (Brazzaville),2/5/20,0
Congo (Kinshasa),2/5/20,0
Costa Rica,2/5/20,0
Cote d'Ivoire,2/5/20,0
Croatia,2/5/20,0
Diamond Princess,2/5/20,0
Cuba,2/5/20,0
Cyprus,2/5/20,0
Czechia,2/5/20,0
Denmark (Faroe Islands),2/5/20,0
Denmark (Greenland),2/5/20,0
Denmark,2/5/20,0
Djibouti,2/5/20,0
Dominican Republic,2/5/20,0
Ecuador,2/5/20,0
Egypt,2/5/20,0
El Salvador,2/5/20,0
Equatorial Guinea,2/5/20,0
Eritrea,2/5/20,0
Estonia,2/5/20,0
Eswatini,2/5/20,0
Ethiopia,2/5/20,0
Fiji,2/5/20,0
Finland,2/5/20,1
France (French Guiana),2/5/20,0
France (French Polynesia),2/5/20,0
France (Guadeloupe),2/5/20,0
France (Mayotte),2/5/20,0
France (New Caledonia),2/5/20,0
France (Reunion),2/5/20,0
France (Saint Barthelemy),2/5/20,0
France (St Martin),2/5/20,0
France (Martinique),2/5/20,0
France,2/5/20,6
Gabon,2/5/20,0
Gambia,2/5/20,0
Georgia,2/5/20,0
Germany,2/5/20,12
Ghana,2/5/20,0
Greece,2/5/20,0
Guatemala,2/5/20,0
Guinea,2/5/20,0
Guyana,2/5/20,0
Haiti,2/5/20,0
Holy See,2/5/20,0
Honduras,2/5/20,0
Hungary,2/5/20,0
Iceland,2/5/20,0
India,2/5/20,3
Indonesia,2/5/20,0
Iran,2/5/20,0
Iraq,2/5/20,0
Ireland,2/5/20,0
Israel,2/5/20,0
Italy,2/5/20,2
Jamaica,2/5/20,0
Japan,2/5/20,22
Jordan,2/5/20,0
Kazakhstan,2/5/20,0
Kenya,2/5/20,0
"Korea, South",2/5/20,19
Kuwait,2/5/20,0
Kyrgyzstan,2/5/20,0
Latvia,2/5/20,0
Lebanon,2/5/20,0
Liberia,2/5/20,0
Liechtenstein,2/5/20,0
Lithuania,2/5/20,0
Luxembourg,2/5/20,0
Madagascar,2/5/20,0
Malaysia,2/5/20,12
Maldives,2/5/20,0
Malta,2/5/20,0
Mauritania,2/5/20,0
Mauritius,2/5/20,0
Mexico,2/5/20,0
Moldova,2/5/20,0
Monaco,2/5/20,0
Mongolia,2/5/20,0
Montenegro,2/5/20,0
Morocco,2/5/20,0
Namibia,2/5/20,0
Nepal,2/5/20,1
Netherlands (Aruba),2/5/20,0
Netherlands (Curacao),2/5/20,0
Netherlands (Sint Maarten),2/5/20,0
Netherlands,2/5/20,0
New Zealand,2/5/20,0
Nicaragua,2/5/20,0
Niger,2/5/20,0
Nigeria,2/5/20,0
North Macedonia,2/5/20,0
Norway,2/5/20,0
Oman,2/5/20,0
Pakistan,2/5/20,0
Panama,2/5/20,0
Papua New Guinea,2/5/20,0
Paraguay,2/5/20,0
Peru,2/5/20,0
Philippines,2/5/20,2
Poland,2/5/20,0
Portugal,2/5/20,0
Qatar,2/5/20,0
Romania,2/5/20,0
Russia,2/5/20,2
Rwanda,2/5/20,0
Saint Lucia,2/5/20,0
Saint Vincent and the Grenadines,2/5/20,0
San Marino,2/5/20,0
Saudi Arabia,2/5/20,0
Senegal,2/5/20,0
Serbia,2/5/20,0
Seychelles,2/5/20,0
Singapore,2/5/20,28
Slovakia,2/5/20,0
Slovenia,2/5/20,0
Somalia,2/5/20,0
South Africa,2/5/20,0
Spain,2/5/20,1
Sri Lanka,2/5/20,1
Sudan,2/5/20,0
Suriname,2/5/20,0
Sweden,2/5/20,1
Switzerland,2/5/20,0
Taiwan*,2/5/20,11
Tanzania,2/5/20,0
Thailand,2/5/20,25
Togo,2/5/20,0
Trinidad and Tobago,2/5/20,0
Tunisia,2/5/20,0
Turkey,2/5/20,0
Uganda,2/5/20,0
Ukraine,2/5/20,0
United Arab Emirates,2/5/20,5
United Kingdom (Bermuda),2/5/20,0
United Kingdom (Cayman Islands),2/5/20,0
United Kingdom (Channel Islands),2/5/20,0
United Kingdom (Gibraltar),2/5/20,0
United Kingdom (Isle of Man),2/5/20,0
United Kingdom (Montserrat),2/5/20,0
United Kingdom,2/5/20,2
Uruguay,2/5/20,0
US,2/5/20,11
Uzbekistan,2/5/20,0
Venezuela,2/5/20,0
Vietnam,2/5/20,8
Zambia,2/5/20,0
Zimbabwe,2/5/20,0
Canada (Diamond Princess),2/5/20,0
Dominica,2/5/20,0
Grenada,2/5/20,0
Mozambique,2/5/20,0
Syria,2/5/20,0
Timor-Leste,2/5/20,0
Belize,2/5/20,0
Canada (Recovered),2/5/20,0
Laos,2/5/20,0
Libya,2/5/20,0
West Bank and Gaza,2/5/20,0
Guinea-Bissau,2/5/20,0
Mali,2/5/20,0
Saint Kitts and Nevis,2/5/20,0
Canada (Northwest Territories),2/5/20,0
Canada (Yukon),2/5/20,0
Kosovo,2/5/20,0
Afghanistan,2/6/20,0
Albania,2/6/20,0
Algeria,2/6/20,0
Andorra,2/6/20,0
Angola,2/6/20,0
Antigua and Barbuda,2/6/20,0
Argentina,2/6/20,0
Armenia,2/6/20,0
Australia (Australian Capital Territory),2/6/20,0
Australia (New South Wales),2/6/20,4
Australia (Northern Territory),2/6/20,0
Australia (Queensland),2/6/20,4
Australia (South Australia),2/6/20,2
Australia (Tasmania),2/6/20,0
Australia (Victoria),2/6/20,4
Australia (Western Australia),2/6/20,0
Austria,2/6/20,0
Azerbaijan,2/6/20,0
Bahamas,2/6/20,0
Bahrain,2/6/20,0
Bangladesh,2/6/20,0
Barbados,2/6/20,0
Belarus,2/6/20,0
Belgium,2/6/20,1
Benin,2/6/20,0
Bhutan,2/6/20,0
Bolivia,2/6/20,0
Bosnia and Herzegovina,2/6/20,0
Brazil,2/6/20,0
Brunei,2/6/20,0
Bulgaria,2/6/20,0
Burkina Faso,2/6/20,0
Cabo Verde,2/6/20,0
Cambodia,2/6/20,1
Cameroon,2/6/20,0
Canada (Alberta),2/6/20,0
Canada (British Columbia),2/6/20,2
Canada (Grand Princess),2/6/20,0
Canada (Manitoba),2/6/20,0
Canada (New Brunswick),2/6/20,0
Canada (Newfoundland and Labrador),2/6/20,0
Canada (Nova Scotia),2/6/20,0
Canada (Ontario),2/6/20,3
Canada (Prince Edward Island),2/6/20,0
Canada (Quebec),2/6/20,0
Canada (Saskatchewan),2/6/20,0
Central African Republic,2/6/20,0
Chad,2/6/20,0
Chile,2/6/20,0
China (Anhui),2/6/20,591
China (Beijing),2/6/20,274
China (Chongqing),2/6/20,411
China (Fujian),2/6/20,215
China (Gansu),2/6/20,62
China (Guangdong),2/6/20,970
China (Guangxi),2/6/20,168
China (Guizhou),2/6/20,71
China (Hainan),2/6/20,106
China (Hebei),2/6/20,157
China (Heilongjiang),2/6/20,227
China (Henan),2/6/20,851
China (Hong Kong),2/6/20,24
China (Hubei),2/6/20,22112
China (Hunan),2/6/20,711
China (Inner Mongolia),2/6/20,46
China (Jiangsu),2/6/20,373
China (Jiangxi),2/6/20,600
China (Jilin),2/6/20,59
China (Liaoning),2/6/20,94
China (Macau),2/6/20,10
China (Ningxia),2/6/20,40
China (Qinghai),2/6/20,18
China (Shaanxi),2/6/20,173
China (Shandong),2/6/20,347
China (Shanghai),2/6/20,257
China (Shanxi),2/6/20,96
China (Sichuan),2/6/20,321
China (Tianjin),2/6/20,79
China (Tibet),2/6/20,1
China (Xinjiang),2/6/20,36
China (Yunnan),2/6/20,133
China (Zhejiang),2/6/20,954
Colombia,2/6/20,0
Congo (Brazzaville),2/6/20,0
Congo (Kinshasa),2/6/20,0
Costa Rica,2/6/20,0
Cote d'Ivoire,2/6/20,0
Croatia,2/6/20,0
Diamond Princess,2/6/20,0
Cuba,2/6/20,0
Cyprus,2/6/20,0
Czechia,2/6/20,0
Denmark (Faroe Islands),2/6/20,0
Denmark (Greenland),2/6/20,0
Denmark,2/6/20,0
Djibouti,2/6/20,0
Dominican Republic,2/6/20,0
Ecuador,2/6/20,0
Egypt,2/6/20,0
El Salvador,2/6/20,0
Equatorial Guinea,2/6/20,0
Eritrea,2/6/20,0
Estonia,2/6/20,0
Eswatini,2/6/20,0
Ethiopia,2/6/20,0
Fiji,2/6/20,0
Finland,2/6/20,1
France (French Guiana),2/6/20,0
France (French Polynesia),2/6/20,0
France (Guadeloupe),2/6/20,0
France (Mayotte),2/6/20,0
France (New Caledonia),2/6/20,0
France (Reunion),2/6/20,0
France (Saint Barthelemy),2/6/20,0
France (St Martin),2/6/20,0
France (Martinique),2/6/20,0
France,2/6/20,6
Gabon,2/6/20,0
Gambia,2/6/20,0
Georgia,2/6/20,0
Germany,2/6/20,12
Ghana,2/6/20,0
Greece,2/6/20,0
Guatemala,2/6/20,0
Guinea,2/6/20,0
Guyana,2/6/20,0
Haiti,2/6/20,0
Holy See,2/6/20,0
Honduras,2/6/20,0
Hungary,2/6/20,0
Iceland,2/6/20,0
India,2/6/20,3
Indonesia,2/6/20,0
Iran,2/6/20,0
Iraq,2/6/20,0
Ireland,2/6/20,0
Israel,2/6/20,0
Italy,2/6/20,2
Jamaica,2/6/20,0
Japan,2/6/20,22
Jordan,2/6/20,0
Kazakhstan,2/6/20,0
Kenya,2/6/20,0
"Korea, South",2/6/20,23
Kuwait,2/6/20,0
Kyrgyzstan,2/6/20,0
Latvia,2/6/20,0
Lebanon,2/6/20,0
Liberia,2/6/20,0
Liechtenstein,2/6/20,0
Lithuania,2/6/20,0
Luxembourg,2/6/20,0
Madagascar,2/6/20,0
Malaysia,2/6/20,12
Maldives,2/6/20,0
Malta,2/6/20,0
Mauritania,2/6/20,0
Mauritius,2/6/20,0
Mexico,2/6/20,0
Moldova,2/6/20,0
Monaco,2/6/20,0
Mongolia,2/6/20,0
Montenegro,2/6/20,0
Morocco,2/6/20,0
Namibia,2/6/20,0
Nepal,2/6/20,1
Netherlands (Aruba),2/6/20,0
Netherlands (Curacao),2/6/20,0
Netherlands (Sint Maarten),2/6/20,0
Netherlands,2/6/20,0
New Zealand,2/6/20,0
Nicaragua,2/6/20,0
Niger,2/6/20,0
Nigeria,2/6/20,0
North Macedonia,2/6/20,0
Norway,2/6/20,0
Oman,2/6/20,0
Pakistan,2/6/20,0
Panama,2/6/20,0
Papua New Guinea,2/6/20,0
Paraguay,2/6/20,0
Peru,2/6/20,0
Philippines,2/6/20,2
Poland,2/6/20,0
Portugal,2/6/20,0
Qatar,2/6/20,0
Romania,2/6/20,0
Russia,2/6/20,2
Rwanda,2/6/20,0
Saint Lucia,2/6/20,0
Saint Vincent and the Grenadines,2/6/20,0
San Marino,2/6/20,0
Saudi Arabia,2/6/20,0
Senegal,2/6/20,0
Serbia,2/6/20,0
Seychelles,2/6/20,0
Singapore,2/6/20,28
Slovakia,2/6/20,0
Slovenia,2/6/20,0
Somalia,2/6/20,0
South Africa,2/6/20,0
Spain,2/6/20,1
Sri Lanka,2/6/20,1
Sudan,2/6/20,0
Suriname,2/6/20,0
Sweden,2/6/20,1
Switzerland,2/6/20,0
Taiwan*,2/6/20,16
Tanzania,2/6/20,0
Thailand,2/6/20,25
Togo,2/6/20,0
Trinidad and Tobago,2/6/20,0
Tunisia,2/6/20,0
Turkey,2/6/20,0
Uganda,2/6/20,0
Ukraine,2/6/20,0
United Arab Emirates,2/6/20,5
United Kingdom (Bermuda),2/6/20,0
United Kingdom (Cayman Islands),2/6/20,0
United Kingdom (Channel Islands),2/6/20,0
United Kingdom (Gibraltar),2/6/20,0
United Kingdom (Isle of Man),2/6/20,0
United Kingdom (Montserrat),2/6/20,0
United Kingdom,2/6/20,2
Uruguay,2/6/20,0
US,2/6/20,11
Uzbekistan,2/6/20,0
Venezuela,2/6/20,0
Vietnam,2/6/20,10
Zambia,2/6/20,0
Zimbabwe,2/6/20,0
Canada (Diamond Princess),2/6/20,0
Dominica,2/6/20,0
Grenada,2/6/20,0
Mozambique,2/6/20,0
Syria,2/6/20,0
Timor-Leste,2/6/20,0
Belize,2/6/20,0
Canada (Recovered),2/6/20,0
Laos,2/6/20,0
Libya,2/6/20,0
West Bank and Gaza,2/6/20,0
Guinea-Bissau,2/6/20,0
Mali,2/6/20,0
Saint Kitts and Nevis,2/6/20,0
Canada (Northwest Territories),2/6/20,0
Canada (Yukon),2/6/20,0
Kosovo,2/6/20,0
Afghanistan,2/7/20,0
Albania,2/7/20,0
Algeria,2/7/20,0
Andorra,2/7/20,0
Angola,2/7/20,0
Antigua and Barbuda,2/7/20,0
Argentina,2/7/20,0
Armenia,2/7/20,0
Australia (Australian Capital Territory),2/7/20,0
Australia (New South Wales),2/7/20,4
Australia (Northern Territory),2/7/20,0
Australia (Queensland),2/7/20,5
Australia (South Australia),2/7/20,2
Australia (Tasmania),2/7/20,0
Australia (Victoria),2/7/20,4
Australia (Western Australia),2/7/20,0
Austria,2/7/20,0
Azerbaijan,2/7/20,0
Bahamas,2/7/20,0
Bahrain,2/7/20,0
Bangladesh,2/7/20,0
Barbados,2/7/20,0
Belarus,2/7/20,0
Belgium,2/7/20,1
Benin,2/7/20,0
Bhutan,2/7/20,0
Bolivia,2/7/20,0
Bosnia and Herzegovina,2/7/20,0
Brazil,2/7/20,0
Brunei,2/7/20,0
Bulgaria,2/7/20,0
Burkina Faso,2/7/20,0
Cabo Verde,2/7/20,0
Cambodia,2/7/20,1
Cameroon,2/7/20,0
Canada (Alberta),2/7/20,0
Canada (British Columbia),2/7/20,4
Canada (Grand Princess),2/7/20,0
Canada (Manitoba),2/7/20,0
Canada (New Brunswick),2/7/20,0
Canada (Newfoundland and Labrador),2/7/20,0
Canada (Nova Scotia),2/7/20,0
Canada (Ontario),2/7/20,3
Canada (Prince Edward Island),2/7/20,0
Canada (Quebec),2/7/20,0
Canada (Saskatchewan),2/7/20,0
Central African Republic,2/7/20,0
Chad,2/7/20,0
Chile,2/7/20,0
China (Anhui),2/7/20,665
China (Beijing),2/7/20,297
China (Chongqing),2/7/20,426
China (Fujian),2/7/20,224
China (Gansu),2/7/20,67
China (Guangdong),2/7/20,1034
China (Guangxi),2/7/20,172
China (Guizhou),2/7/20,81
China (Hainan),2/7/20,117
China (Hebei),2/7/20,172
China (Heilongjiang),2/7/20,277
China (Henan),2/7/20,914
China (Hong Kong),2/7/20,25
China (Hubei),2/7/20,24953
China (Hunan),2/7/20,772
China (Inner Mongolia),2/7/20,50
China (Jiangsu),2/7/20,408
China (Jiangxi),2/7/20,661
China (Jilin),2/7/20,65
China (Liaoning),2/7/20,99
China (Macau),2/7/20,10
China (Ningxia),2/7/20,43
China (Qinghai),2/7/20,18
China (Shaanxi),2/7/20,184
China (Shandong),2/7/20,386
China (Shanghai),2/7/20,277
China (Shanxi),2/7/20,104
China (Sichuan),2/7/20,344
China (Tianjin),2/7/20,81
China (Tibet),2/7/20,1
China (Xinjiang),2/7/20,39
China (Yunnan),2/7/20,138
China (Zhejiang),2/7/20,1006
Colombia,2/7/20,0
Congo (Brazzaville),2/7/20,0
Congo (Kinshasa),2/7/20,0
Costa Rica,2/7/20,0
Cote d'Ivoire,2/7/20,0
Croatia,2/7/20,0
Diamond Princess,2/7/20,61
Cuba,2/7/20,0
Cyprus,2/7/20,0
Czechia,2/7/20,0
Denmark (Faroe Islands),2/7/20,0
Denmark (Greenland),2/7/20,0
Denmark,2/7/20,0
Djibouti,2/7/20,0
Dominican Republic,2/7/20,0
Ecuador,2/7/20,0
Egypt,2/7/20,0
El Salvador,2/7/20,0
Equatorial Guinea,2/7/20,0
Eritrea,2/7/20,0
Estonia,2/7/20,0
Eswatini,2/7/20,0
Ethiopia,2/7/20,0
Fiji,2/7/20,0
Finland,2/7/20,1
France (French Guiana),2/7/20,0
France (French Polynesia),2/7/20,0
France (Guadeloupe),2/7/20,0
France (Mayotte),2/7/20,0
France (New Caledonia),2/7/20,0
France (Reunion),2/7/20,0
France (Saint Barthelemy),2/7/20,0
France (St Martin),2/7/20,0
France (Martinique),2/7/20,0
France,2/7/20,6
Gabon,2/7/20,0
Gambia,2/7/20,0
Georgia,2/7/20,0
Germany,2/7/20,13
Ghana,2/7/20,0
Greece,2/7/20,0
Guatemala,2/7/20,0
Guinea,2/7/20,0
Guyana,2/7/20,0
Haiti,2/7/20,0
Holy See,2/7/20,0
Honduras,2/7/20,0
Hungary,2/7/20,0
Iceland,2/7/20,0
India,2/7/20,3
Indonesia,2/7/20,0
Iran,2/7/20,0
Iraq,2/7/20,0
Ireland,2/7/20,0
Israel,2/7/20,0
Italy,2/7/20,3
Jamaica,2/7/20,0
Japan,2/7/20,25
Jordan,2/7/20,0
Kazakhstan,2/7/20,0
Kenya,2/7/20,0
"Korea, South",2/7/20,24
Kuwait,2/7/20,0
Kyrgyzstan,2/7/20,0
Latvia,2/7/20,0
Lebanon,2/7/20,0
Liberia,2/7/20,0
Liechtenstein,2/7/20,0
Lithuania,2/7/20,0
Luxembourg,2/7/20,0
Madagascar,2/7/20,0
Malaysia,2/7/20,12
Maldives,2/7/20,0
Malta,2/7/20,0
Mauritania,2/7/20,0
Mauritius,2/7/20,0
Mexico,2/7/20,0
Moldova,2/7/20,0
Monaco,2/7/20,0
Mongolia,2/7/20,0
Montenegro,2/7/20,0
Morocco,2/7/20,0
Namibia,2/7/20,0
Nepal,2/7/20,1
Netherlands (Aruba),2/7/20,0
Netherlands (Curacao),2/7/20,0
Netherlands (Sint Maarten),2/7/20,0
Netherlands,2/7/20,0
New Zealand,2/7/20,0
Nicaragua,2/7/20,0
Niger,2/7/20,0
Nigeria,2/7/20,0
North Macedonia,2/7/20,0
Norway,2/7/20,0
Oman,2/7/20,0
Pakistan,2/7/20,0
Panama,2/7/20,0
Papua New Guinea,2/7/20,0
Paraguay,2/7/20,0
Peru,2/7/20,0
Philippines,2/7/20,3
Poland,2/7/20,0
Portugal,2/7/20,0
Qatar,2/7/20,0
Romania,2/7/20,0
Russia,2/7/20,2
Rwanda,2/7/20,0
Saint Lucia,2/7/20,0
Saint Vincent and the Grenadines,2/7/20,0
San Marino,2/7/20,0
Saudi Arabia,2/7/20,0
Senegal,2/7/20,0
Serbia,2/7/20,0
Seychelles,2/7/20,0
Singapore,2/7/20,30
Slovakia,2/7/20,0
Slovenia,2/7/20,0
Somalia,2/7/20,0
South Africa,2/7/20,0
Spain,2/7/20,1
Sri Lanka,2/7/20,1
Sudan,2/7/20,0
Suriname,2/7/20,0
Sweden,2/7/20,1
Switzerland,2/7/20,0
Taiwan*,2/7/20,16
Tanzania,2/7/20,0
Thailand,2/7/20,25
Togo,2/7/20,0
Trinidad and Tobago,2/7/20,0
Tunisia,2/7/20,0
Turkey,2/7/20,0
Uganda,2/7/20,0
Ukraine,2/7/20,0
United Arab Emirates,2/7/20,5
United Kingdom (Bermuda),2/7/20,0
United Kingdom (Cayman Islands),2/7/20,0
United Kingdom (Channel Islands),2/7/20,0
United Kingdom (Gibraltar),2/7/20,0
United Kingdom (Isle of Man),2/7/20,0
United Kingdom (Montserrat),2/7/20,0
United Kingdom,2/7/20,3
Uruguay,2/7/20,0
US,2/7/20,11
Uzbekistan,2/7/20,0
Venezuela,2/7/20,0
Vietnam,2/7/20,10
Zambia,2/7/20,0
Zimbabwe,2/7/20,0
Canada (Diamond Princess),2/7/20,0
Dominica,2/7/20,0
Grenada,2/7/20,0
Mozambique,2/7/20,0
Syria,2/7/20,0
Timor-Leste,2/7/20,0
Belize,2/7/20,0
Canada (Recovered),2/7/20,0
Laos,2/7/20,0
Libya,2/7/20,0
West Bank and Gaza,2/7/20,0
Guinea-Bissau,2/7/20,0
Mali,2/7/20,0
Saint Kitts and Nevis,2/7/20,0
Canada (Northwest Territories),2/7/20,0
Canada (Yukon),2/7/20,0
Kosovo,2/7/20,0
Afghanistan,2/8/20,0
Albania,2/8/20,0
Algeria,2/8/20,0
Andorra,2/8/20,0
Angola,2/8/20,0
Antigua and Barbuda,2/8/20,0
Argentina,2/8/20,0
Armenia,2/8/20,0
Australia (Australian Capital Territory),2/8/20,0
Australia (New South Wales),2/8/20,4
Australia (Northern Territory),2/8/20,0
Australia (Queensland),2/8/20,5
Australia (South Australia),2/8/20,2
Australia (Tasmania),2/8/20,0
Australia (Victoria),2/8/20,4
Australia (Western Australia),2/8/20,0
Austria,2/8/20,0
Azerbaijan,2/8/20,0
Bahamas,2/8/20,0
Bahrain,2/8/20,0
Bangladesh,2/8/20,0
Barbados,2/8/20,0
Belarus,2/8/20,0
Belgium,2/8/20,1
Benin,2/8/20,0
Bhutan,2/8/20,0
Bolivia,2/8/20,0
Bosnia and Herzegovina,2/8/20,0
Brazil,2/8/20,0
Brunei,2/8/20,0
Bulgaria,2/8/20,0
Burkina Faso,2/8/20,0
Cabo Verde,2/8/20,0
Cambodia,2/8/20,1
Cameroon,2/8/20,0
Canada (Alberta),2/8/20,0
Canada (British Columbia),2/8/20,4
Canada (Grand Princess),2/8/20,0
Canada (Manitoba),2/8/20,0
Canada (New Brunswick),2/8/20,0
Canada (Newfoundland and Labrador),2/8/20,0
Canada (Nova Scotia),2/8/20,0
Canada (Ontario),2/8/20,3
Canada (Prince Edward Island),2/8/20,0
Canada (Quebec),2/8/20,0
Canada (Saskatchewan),2/8/20,0
Central African Republic,2/8/20,0
Chad,2/8/20,0
Chile,2/8/20,0
China (Anhui),2/8/20,733
China (Beijing),2/8/20,315
China (Chongqing),2/8/20,428
China (Fujian),2/8/20,239
China (Gansu),2/8/20,79
China (Guangdong),2/8/20,1095
China (Guangxi),2/8/20,183
China (Guizhou),2/8/20,89
China (Hainan),2/8/20,124
China (Hebei),2/8/20,195
China (Heilongjiang),2/8/20,295
China (Henan),2/8/20,981
China (Hong Kong),2/8/20,26
China (Hubei),2/8/20,27100
China (Hunan),2/8/20,803
China (Inner Mongolia),2/8/20,52
China (Jiangsu),2/8/20,439
China (Jiangxi),2/8/20,698
China (Jilin),2/8/20,69
China (Liaoning),2/8/20,105
China (Macau),2/8/20,10
China (Ningxia),2/8/20,45
China (Qinghai),2/8/20,18
China (Shaanxi),2/8/20,195
China (Shandong),2/8/20,416
China (Shanghai),2/8/20,286
China (Shanxi),2/8/20,115
China (Sichuan),2/8/20,364
China (Tianjin),2/8/20,88
China (Tibet),2/8/20,1
China (Xinjiang),2/8/20,42
China (Yunnan),2/8/20,138
China (Zhejiang),2/8/20,1048
Colombia,2/8/20,0
Congo (Brazzaville),2/8/20,0
Congo (Kinshasa),2/8/20,0
Costa Rica,2/8/20,0
Cote d'Ivoire,2/8/20,0
Croatia,2/8/20,0
Diamond Princess,2/8/20,61
Cuba,2/8/20,0
Cyprus,2/8/20,0
Czechia,2/8/20,0
Denmark (Faroe Islands),2/8/20,0
Denmark (Greenland),2/8/20,0
Denmark,2/8/20,0
Djibouti,2/8/20,0
Dominican Republic,2/8/20,0
Ecuador,2/8/20,0
Egypt,2/8/20,0
El Salvador,2/8/20,0
Equatorial Guinea,2/8/20,0
Eritrea,2/8/20,0
Estonia,2/8/20,0
Eswatini,2/8/20,0
Ethiopia,2/8/20,0
Fiji,2/8/20,0
Finland,2/8/20,1
France (French Guiana),2/8/20,0
France (French Polynesia),2/8/20,0
France (Guadeloupe),2/8/20,0
France (Mayotte),2/8/20,0
France (New Caledonia),2/8/20,0
France (Reunion),2/8/20,0
France (Saint Barthelemy),2/8/20,0
France (St Martin),2/8/20,0
France (Martinique),2/8/20,0
France,2/8/20,11
Gabon,2/8/20,0
Gambia,2/8/20,0
Georgia,2/8/20,0
Germany,2/8/20,13
Ghana,2/8/20,0
Greece,2/8/20,0
Guatemala,2/8/20,0
Guinea,2/8/20,0
Guyana,2/8/20,0
Haiti,2/8/20,0
Holy See,2/8/20,0
Honduras,2/8/20,0
